min_cluster_size,rho,beta,umap_n_components,NMI,embedding
17,0.42095795720848905,0.310406649457845,16,0.4329392504746904,word2vec
166,0.5161014231436147,0.2730489478928107,16,0.7025006967802675,word2vec
178,0.19292120027096027,0.24320453158710376,16,0.7020455645167397,word2vec
138,0.49040112103282996,0.3248987176427586,16,0.696862665662842,word2vec
154,0.32946194702919995,0.3378571694406973,4,0.6781989868914312,word2vec
160,0.14224377788902126,0.22678858365348323,16,0.7025006967802675,word2vec
174,0.28114877488581025,0.3905421009034943,16,0.6988154105368073,word2vec
164,0.22727608429485857,0.30331576130875876,16,0.7025006967802675,word2vec
169,0.28153123347566367,0.32008973981014943,16,0.7025006967802675,word2vec
149,0.3543595565385058,0.31516145639634463,16,0.696862665662842,word2vec
182,0.43325674424369065,0.28807420243958803,16,0.7020455645167397,word2vec
192,0.08796444356059836,0.3454298104620643,16,0.7020455645167397,word2vec
163,0.18700883328808998,0.2756465122108994,16,0.7025006967802675,word2vec
158,0.6684283383331406,0.33333090573062213,16,0.696862665662842,word2vec
169,0.5602808941817399,0.35818047716475465,16,0.7025006967802675,word2vec
175,0.3225344849582348,0.2992683796763993,8,0.6911546156123936,word2vec
154,0.14452079967019318,0.2519796268155623,16,0.696862665662842,word2vec
171,0.3805993262971823,0.28409932110104824,16,0.7025006967802675,word2vec
179,0.40271387706100426,0.2886647809205986,16,0.7020455645167397,word2vec
166,0.25562262219499643,0.3140079511687582,16,0.7025006967802675,word2vec
185,0.4817086793531094,0.26576866175362096,16,0.7020455645167397,word2vec
160,0.3087287702949128,0.30791836572043324,2,0.615143469604041,word2vec
173,0.2140431863206322,0.2794707178032876,16,0.7025006967802675,word2vec
169,0.3679039444952169,0.29514970918944183,16,0.7025006967802675,word2vec
164,0.44132635069025494,0.3262385573282389,16,0.7025006967802675,word2vec
157,0.16108682632880628,0.2642143642227215,4,0.6751974747810452,word2vec
107,0.22124076522887975,0.3191963808304527,16,0.688585114160878,word2vec
175,0.4044654943257444,0.2726475044486055,16,0.7009889302020865,word2vec
167,0.4530700928567406,0.2891670557760044,16,0.7025006967802675,word2vec
151,0.5807419480194833,0.24076783616268818,16,0.6612589161896041,word2vec
181,0.517203952296251,0.30758147701459465,16,0.7020455645167397,word2vec
164,0.33466668554546475,0.2967525576391679,16,0.7025006967802675,word2vec
169,0.6057590253344809,0.25300607798621255,16,0.7025006967802675,word2vec
172,0.2545704373934805,0.27951162058194035,16,0.7025006967802675,word2vec
160,0.2823417888797016,0.33512546053354664,16,0.696862665662842,word2vec
142,0.4854107966623108,0.2663621247534968,16,0.696862665662842,word2vec
59,0.09778362248606019,0.1844670419520763,16,0.6455740358123242,word2vec
167,0.32324335571131246,0.30700802478307887,16,0.7025006967802675,word2vec
177,0.3542258927013987,0.3021469180442098,16,0.7009889302020865,word2vec
162,0.40559826234628577,0.32342503660171734,16,0.696862665662842,word2vec
167,0.2795975879844591,0.2847950088130764,16,0.7025006967802675,word2vec
155,0.18673254105414822,0.34963734882296427,8,0.6950166623673613,word2vec
174,0.2306563854998078,0.3166584572536299,16,0.7009889302020865,word2vec
158,0.05671087043711147,0.2944208978720234,2,0.615143469604041,word2vec
188,0.4493995749536549,0.3412323716112437,16,0.7020455645167397,word2vec
39,0.5400146511593304,0.3309441565173116,16,0.5008399983554747,word2vec
170,0.31005124276747037,0.1443589389176225,16,0.7025006967802675,word2vec
163,0.7474837221265602,0.23410023267961455,16,0.696862665662842,word2vec
179,0.6625369905293714,0.30356652784334826,16,0.7020455645167397,word2vec
171,0.8328451132368785,0.2682095145035163,16,0.7025006967802675,word2vec
167,0.8688395653515483,0.2868559382700207,16,0.7025006967802675,word2vec
176,0.14431000110529704,0.2194090588917515,16,0.7009889302020865,word2vec
183,0.7377340296374435,0.25678380754733865,4,0.6936855632395279,word2vec
163,0.6455047052908829,0.281021199486332,16,0.696862665662842,word2vec
152,0.36510239598837596,0.2025816747946273,16,0.696862665662842,word2vec
171,0.6088323809972452,0.3156594036030716,16,0.7025006967802675,word2vec
158,1.0118679248855498,0.2961775880752663,16,0.6537564910327283,word2vec
162,0.24319382174351842,0.30552591648035565,16,0.7025006967802675,word2vec
166,0.6942856776707874,0.2750288527785285,16,0.7025006967802675,word2vec
172,0.19571341629468322,0.28958923002063097,16,0.7025006967802675,word2vec
169,0.27543621919598743,0.30873704118686596,16,0.7025006967802675,word2vec
160,0.3153995949809394,0.3237799465573874,16,0.696862665662842,word2vec
91,0.12919311250450227,0.3130498678842018,16,0.688585114160878,word2vec
155,0.4014359189007476,0.296919301121177,16,0.696862665662842,word2vec
176,0.23774683317433626,0.26473833068027336,16,0.7009889302020865,word2vec
148,0.3526482796908865,0.24604262231227292,8,0.6950166623673613,word2vec
165,0.5508483227932727,0.33131491567436694,16,0.7025006967802675,word2vec
164,0.16784248600172405,0.27410130780209924,16,0.7025006967802675,word2vec
169,0.20387202114498043,0.24002767470494324,16,0.7025006967802675,word2vec
161,0.2705574146814441,0.2559178561232775,16,0.696862665662842,word2vec
175,0.17441285122257263,0.18908038009705858,16,0.7009889302020865,word2vec
167,0.1010526359885096,0.2806707870509114,16,0.7025006967802675,word2vec
180,0.47712832097453056,0.2136703062521943,2,0.615143469604041,word2vec
173,0.22149905445969714,0.29334292141008433,16,0.7025006967802675,word2vec
157,0.3147559657356048,0.30371101842661324,16,0.696862665662842,word2vec
164,0.4271043309731214,0.2258284411023071,16,0.7025006967802675,word2vec
169,0.2787266561392207,0.2532230150977525,16,0.7025006967802675,word2vec
161,0.14936228067459406,0.36505259067073736,16,0.7025006967802675,word2vec
165,0.17298435882759164,0.3452712406882055,16,0.7025006967802675,word2vec
159,0.24391289051359794,0.3192560002064746,16,0.696862665662842,word2vec
172,0.08331280175097808,0.3541123374018357,16,0.7025006967802675,word2vec
154,0.3577632401859312,0.2873236873558919,4,0.6781989868914312,word2vec
167,0.12838504550689878,0.30245529077900557,16,0.7025006967802675,word2vec
162,0.19402171110593877,0.3410010448975071,16,0.7025006967802675,word2vec
178,0.31424220801764335,0.27175675841250296,16,0.7020455645167397,word2vec
170,0.8032350661314402,0.1663240635191284,16,0.7025006967802675,word2vec
174,0.25571856861144127,0.31248716863458564,16,0.7009889302020865,word2vec
164,0.20806581661299794,0.3141377239592728,16,0.7025006967802675,word2vec
172,0.1694188580460029,0.3253746206906785,16,0.7025006967802675,word2vec
168,0.050719807053937034,0.3311568407879054,16,0.7025006967802675,word2vec
156,0.5133158162031171,0.2996903477104369,16,0.696862665662842,word2vec
161,0.22538415428516717,0.28301264280065364,16,0.696862665662842,word2vec
176,0.12246507080178311,0.35539713497511255,16,0.7009889302020865,word2vec
166,0.7112962633857522,0.3214688053830481,16,0.7025006967802675,word2vec
171,0.30600095009380057,0.2922816165637476,16,0.7025006967802675,word2vec
183,0.37834439354348337,0.2647210369684704,16,0.7020455645167397,word2vec
158,0.6353084401131546,0.30692744592499344,8,0.6950166623673613,word2vec
166,0.23323844654877696,0.3068200373676837,16,0.7025006967802675,word2vec
