min_samples,xi,umap_n_components,NMI,embedding
140,0.027084400380016888,16,0.27289173331286604,word2vec
128,0.060484194909043346,16,0.27328590500359784,word2vec
162,0.0184628825235845,16,0.4647979021596336,word2vec
149,0.012167120796101587,16,0.43735990444473893,word2vec
136,0.06870943583704686,16,0.27328590500359784,word2vec
118,0.04266034973615858,16,0.27328590500359784,word2vec
60,0.08598876857651776,16,0.27742659628695754,word2vec
155,0.010234646261222433,16,0.4962257795402879,word2vec
155,0.1058077890179207,16,0.26744644122859057,word2vec
13,0.1502961383173256,2,0.11898047689207625,word2vec
142,0.034655961531287124,16,0.26841407657054817,word2vec
149,0.05508626344257513,16,0.26841407657054817,word2vec
145,0.014029943054129142,16,0.3901291786879559,word2vec
156,0.07358978869302903,16,0.26744644122859057,word2vec
137,0.03001150852055466,16,0.4647456448557211,word2vec
130,0.052783959106365366,16,0.27328590500359784,word2vec
162,0.030733544567525337,4,0.46425491777705574,word2vec
121,0.07646772897330739,16,0.27328590500359784,word2vec
152,0.010045338137873182,8,0.4481488425187544,word2vec
107,0.09784094799256887,16,0.27643968239861416,word2vec
165,0.034703894955975895,16,0.27161021652307965,word2vec
161,0.05223645825251455,16,0.26744644122859057,word2vec
172,0.02651700970465992,16,0.4636344380407835,word2vec
142,0.06235048567554671,16,0.26841407657054817,word2vec
180,0.12268310202329928,16,0.2664810034524593,word2vec
126,0.024852382079603674,16,0.4598041732830069,word2vec
132,0.012121035467283723,16,0.48242703088678046,word2vec
115,0.049265862240412885,16,0.27328590500359784,word2vec
133,0.08206144521707097,16,0.27328590500359784,word2vec
147,0.0935533440180814,2,0.26381043814917177,word2vec
159,0.012727749888981876,16,0.4644370778445757,word2vec
140,0.04341258213932206,16,0.269383928858508,word2vec
153,0.02608298712374973,16,0.4642794789211793,word2vec
131,0.010564055215766236,16,0.481524702085027,word2vec
131,0.06908111081903577,16,0.27328590500359784,word2vec
127,0.04552504080136584,16,0.27328590500359784,word2vec
137,0.06411590026353188,16,0.27035601775258283,word2vec
120,0.028654942010041914,16,0.35496347842744574,word2vec
145,0.11759685818005698,4,0.26743540392235204,word2vec
133,0.04703833529928311,8,0.27287944953984083,word2vec
150,0.019976271867127027,16,0.47451879929292556,word2vec
143,0.01039316618471897,16,0.48911091356975483,word2vec
149,0.01314149211067564,16,0.43735990444473893,word2vec
139,0.036308123809456666,16,0.269383928858508,word2vec
144,0.07501719692177376,16,0.26841407657054817,word2vec
138,0.011357201419927871,16,0.47583932754751324,word2vec
129,0.01022784899195078,16,0.4529889313581209,word2vec
157,0.057809386015527535,16,0.26744644122859057,word2vec
136,0.03154976902848662,16,0.46531372780388885,word2vec
124,0.09708561864817371,16,0.27328590500359784,word2vec
142,0.041603850630193784,16,0.26841407657054817,word2vec
149,0.011496098609938898,16,0.4662989846038114,word2vec
137,0.010547771374717503,16,0.48512052325771177,word2vec
138,0.056405335412184,16,0.269383928858508,word2vec
152,0.028386854494229445,16,0.4642794789211793,word2vec
132,0.010192870587136197,16,0.48242703088678046,word2vec
146,0.0727067024249255,16,0.26841407657054817,word2vec
154,0.4158214687129605,16,0.0,word2vec
130,0.043541296121945794,16,0.27328590500359784,word2vec
134,0.01187881040388648,2,0.45098719956352357,word2vec
140,0.02930994965456826,16,0.2721405942212587,word2vec
124,0.028389860730771772,16,0.4671875053215329,word2vec
132,0.056946437783536245,16,0.27328590500359784,word2vec
144,0.01195424117915104,16,0.48933491199179147,word2vec
143,0.044512868560763266,16,0.26841407657054817,word2vec
148,0.01081927165893787,16,0.508575748567118,word2vec
148,0.010076652381135797,16,0.508575748567118,word2vec
147,0.01087297938241044,16,0.49342504016871513,word2vec
168,0.0863182975617009,4,0.2664746068563245,word2vec
146,0.2852980134539541,16,0.0,word2vec
155,0.010729320870010519,16,0.4962257795402879,word2vec
157,0.038379721088091553,16,0.27161021652307965,word2vec
153,0.22454468323058846,16,0.0,word2vec
164,0.052874475371489926,16,0.26744644122859057,word2vec
149,0.028611611913970394,16,0.47451879929292556,word2vec
159,0.01110468494708523,16,0.4999992528354789,word2vec
161,0.06722739794265035,16,0.26744644122859057,word2vec
175,0.010516271492791605,8,0.49238187756170976,word2vec
175,0.037522525112966124,8,0.26566704135845304,word2vec
170,0.1796509944985536,8,0.26566704135845304,word2vec
178,0.012298412604783041,8,0.4942528652743785,word2vec
187,0.028786241965372765,8,0.41542957303352435,word2vec
179,0.05002734856412305,8,0.26566704135845304,word2vec
190,0.011216990118613776,8,0.4969195598321667,word2vec
195,0.03066148474989068,8,0.41893019821904004,word2vec
184,0.06930859053332653,8,0.26684479809618084,word2vec
175,0.0422746029379282,8,0.26566704135845304,word2vec
158,0.05031876429803625,8,0.27125558386621346,word2vec
182,0.02652408560817293,8,0.41335339664398146,word2vec
190,0.5221773371152119,8,0.0,word2vec
167,0.012495410296410547,8,0.4541966954977644,word2vec
190,0.026441625894984402,8,0.41742746789614055,word2vec
152,0.011615897544130931,8,0.46640208401591804,word2vec
177,0.01087848482349283,16,0.4685395176923744,word2vec
155,0.6768616371313776,16,0.0,word2vec
146,0.05926310496087256,2,0.26381043814917177,word2vec
165,0.03808305830042393,8,0.27125558386621346,word2vec
171,0.3293031361110278,16,0.0,word2vec
143,0.01056263203771146,16,0.48911091356975483,word2vec
149,0.030637917314346026,16,0.47136135106423716,word2vec
143,0.010685547833922077,16,0.48911091356975483,word2vec
143,0.030178363742646187,16,0.4619438008291473,word2vec
146,0.04717681513314664,16,0.26841407657054817,word2vec
142,0.010082958397305735,16,0.4987861438697807,word2vec
160,0.011396664658138392,16,0.51478690705983,word2vec
160,0.010305846791771774,16,0.51478690705983,word2vec
160,0.06267149036804948,16,0.26744644122859057,word2vec
156,0.02802812222268258,4,0.46425491777705574,word2vec
162,0.36869760969184917,16,0.0,word2vec
152,0.08618147904194177,16,0.26744644122859057,word2vec
155,0.011533895259440617,16,0.4962257795402879,word2vec
157,0.041673272619302044,16,0.27161021652307965,word2vec
164,0.24376143258862318,16,0.0,word2vec
150,0.026295707051243032,16,0.47451879929292556,word2vec
154,0.044433807248555786,16,0.272097537429661,word2vec
172,0.010820648971199155,16,0.5006308669745012,word2vec
173,0.026898420891295665,16,0.4636344380407835,word2vec
168,0.010150234976988365,16,0.42853148695195953,word2vec
180,0.060197614883167105,16,0.2664810034524593,word2vec
23,0.22746925382491492,2,0.07430606134933897,tfidf
186,0.44581586846961196,8,0.0,tfidf
182,0.13006606211122576,2,0.33974982639688395,tfidf
41,0.856343273555992,4,0.0,tfidf
181,0.3813260875847215,16,0.0,tfidf
44,0.7157660458455659,2,0.0,tfidf
73,0.28176061288524573,8,0.0,tfidf
75,0.9014401746318039,4,0.0,tfidf
65,0.7855654232254091,16,0.0,tfidf
170,0.8334636631206022,16,0.0,tfidf
128,0.012128972692930506,2,0.5475160404337507,tfidf
131,0.03380682338723828,2,0.4451519161578923,tfidf
128,0.025696794575390546,2,0.47387905390359003,tfidf
123,0.03913682724211384,2,0.4801058822811296,tfidf
120,0.15024862416398288,2,0.3408970519867678,tfidf
148,0.01566872716798982,2,0.5795623996583702,tfidf
153,0.25431186341809187,2,0.0,tfidf
152,0.5663905608255003,8,0.0,tfidf
97,0.1339748549972937,4,0.3472528783595298,tfidf
104,0.010125351705348257,2,0.5687165774937706,tfidf
109,0.3368441094029533,2,0.0,tfidf
147,0.010078171417600108,2,0.6017457763913572,tfidf
150,0.11032024881945234,2,0.34204842837830113,tfidf
93,0.1908742890873559,2,0.3514162562147112,tfidf
144,0.0820789106231028,2,0.34081277663067383,tfidf
165,0.194455604648063,2,0.33974982639688395,tfidf
90,0.10739619967090493,4,0.3568188484958383,tfidf
195,0.06006255562326798,16,0.6103943423834687,tfidf
192,0.07834830380068059,16,0.36230713701795164,tfidf
10,0.19894584446795882,16,0.22323483793569737,tfidf
165,0.26487716770162073,16,0.0,tfidf
111,0.021661463424808708,16,0.5875446620326766,tfidf
138,0.06264780400284296,16,0.3598385924132503,tfidf
114,0.14789195761362514,16,0.36107011422952595,tfidf
177,0.08599767466854412,8,0.3635497591151353,tfidf
157,0.06649778973621426,16,0.4984436512214327,tfidf
188,0.16035552445842927,16,0.36107011422952595,tfidf
139,0.010396711703297356,16,0.528333905919389,tfidf
179,0.21612177309153688,8,0.0,tfidf
59,0.10651853992926855,4,0.3453560370208459,tfidf
81,0.14608886725695205,16,0.3522265163511397,tfidf
108,0.05057608472199118,2,0.4796363641666082,tfidf
103,0.023069958752774185,2,0.46391639080911456,tfidf
86,0.011314453785000414,2,0.5045958990891631,tfidf
117,0.0690065839335585,2,0.48251629840025184,tfidf
60,0.12060508497853276,16,0.0595312258117811,tfidf
132,0.059252171923191724,8,0.4753259002494805,tfidf
194,0.09327216152070517,2,0.4710215122922561,tfidf
43,0.040765907160921294,4,0.3379461106648098,tfidf
172,0.16658661391844876,2,0.3408970519867678,tfidf
160,0.012784446413319162,16,0.5837497024707886,tfidf
163,0.01813579560067828,16,0.6083572455870229,tfidf
161,0.04128161997039807,16,0.6701900123826368,tfidf
165,0.05119438019606664,16,0.49941546931228126,tfidf
159,0.1209761429289641,16,0.3598385924132503,tfidf
186,0.09365486479328619,16,0.36230713701795164,tfidf
177,0.2384191069990672,16,0.36107011422952595,tfidf
141,0.04540720311376187,16,0.5863922006999537,tfidf
144,0.12810371787504396,16,0.36107011422952595,tfidf
138,0.05472059538113121,16,0.5835521375416675,tfidf
170,0.1744608503445405,16,0.36107011422952595,tfidf
156,0.043667327655229,16,0.4984436512214327,tfidf
124,0.010507642672171233,16,0.5918338322722383,tfidf
125,0.0860901888210314,16,0.36107011422952595,tfidf
134,0.03877771272659559,16,0.5636292669674977,tfidf
146,0.11727532110684968,16,0.36107011422952595,tfidf
121,0.07235760466413949,16,0.36107011422952595,tfidf
112,0.034809321999444906,16,0.5637282237409585,tfidf
128,0.1463383008903418,16,0.36107011422952595,tfidf
142,0.0933326973526299,16,0.36107011422952595,tfidf
151,0.03344436791973359,4,0.5138929639723141,tfidf
161,0.014650721862209639,16,0.5904612088634085,tfidf
163,0.06726760486737365,16,0.49941546931228126,tfidf
171,0.013081629929764983,16,0.5951384163946399,tfidf
183,0.01546778720980329,16,0.6517302013643522,tfidf
183,0.01202128314036908,8,0.6674679695610184,tfidf
183,0.09864210828631326,8,0.3635497591151353,tfidf
172,0.07197729930283811,8,0.3647980821478213,tfidf
193,0.010940389659333038,8,0.6880602841015888,tfidf
188,0.1352590025128147,8,0.3635497591151353,tfidf
195,0.03985482643113941,8,0.601942259603098,tfidf
195,0.03443901515137379,8,0.601942259603098,tfidf
195,0.04567418872658334,8,0.5214402408986035,tfidf
189,0.06217210056783625,8,0.3647980821478213,tfidf
183,0.0830283220763347,8,0.3647980821478213,tfidf
179,0.1079429676889339,8,0.3635497591151353,tfidf
191,0.039468485859329716,8,0.5163771223746285,tfidf
195,0.03316695853559573,8,0.601942259603098,tfidf
195,0.029462860806872514,8,0.601942259603098,tfidf
184,0.06923813419363661,8,0.3647980821478213,tfidf
174,0.10305867888330364,8,0.3635497591151353,tfidf
194,0.03049062553898753,8,0.601942259603098,tfidf
190,0.030042876998789415,8,0.5980440432859367,tfidf
181,0.05596448071371845,8,0.5163771223746285,tfidf
186,0.07614241369924099,8,0.3647980821478213,tfidf
195,0.028361686224213624,8,0.601942259603098,tfidf
178,0.056373205847571155,8,0.3647980821478213,tfidf
168,0.13301608828154088,8,0.3635497591151353,tfidf
175,0.0905515092743967,8,0.3635497591151353,tfidf
191,0.033712000637809894,8,0.5980440432859367,tfidf
31,0.11796468368889451,8,0.08824876523316445,tfidf
195,0.0476582103809976,8,0.3647980821478213,tfidf
186,0.03129278742200176,8,0.5980440432859367,tfidf
191,0.010207801378814264,8,0.685504472516816,tfidf
183,0.08163632032470658,8,0.3647980821478213,tfidf
189,0.010541672278690042,8,0.6471589562354215,tfidf
189,0.010091028588687708,4,0.6247073148292949,tfidf
180,0.01524066750336941,4,0.633063675602831,tfidf
167,0.01125011911396485,4,0.6270867529743533,tfidf
167,0.014766191330483866,4,0.5756931244547417,tfidf
181,0.05833853491170031,4,0.5046773360736286,tfidf
187,0.018229428334518134,4,0.6584330403036331,tfidf
175,0.010692069550082893,4,0.6316238534245725,tfidf
176,0.055467131996842375,4,0.5139063852915596,tfidf
187,0.013112303896922861,4,0.6578812978342841,tfidf
187,0.01761369462706929,4,0.6584330403036331,tfidf
178,0.010766124116505798,4,0.6311652074578635,tfidf
180,0.07645234149315236,4,0.3660522112009404,tfidf
173,0.055106961444713304,4,0.5099384894776449,tfidf
186,0.04687461437669653,4,0.5850247337782586,tfidf
177,0.010101189754381115,4,0.62488000486404,tfidf
169,0.010934919907510124,4,0.6235942662130762,tfidf
185,0.02310890912049554,4,0.6560907186281666,tfidf
186,0.0257313830571651,4,0.6553151984536354,tfidf
186,0.07791863816331594,4,0.3660522112009404,tfidf
190,0.028184993063602757,4,0.6018734428970008,tfidf
182,0.09946743777769704,4,0.3660522112009404,tfidf
187,0.04803825252266644,4,0.5921751566631859,tfidf
183,0.29867401240439395,4,0.0,tfidf
173,0.06747259991002169,4,0.36731225499727954,tfidf
190,0.02589899599033685,4,0.6018734428970008,tfidf
